Batch_ID,Supplier_Name,Shift_Supervisor,Ambient_Humidity,Flour_Moisture_Base,Mix_Time_Mins,Conveyor_Speed_RPM,Oven_Zone3_Temp,Batch_Status
BATCH_0041,Supplier_A,Sir_Manny,76.25385387111635,13.66916932428543,15,51,179.79167243420608,0
BATCH_0042,Supplier_A,Maam_Joy,80.73868798160063,14.44788417444093,11,40,182.02449931928243,0
BATCH_0043,Supplier_A,Sir_Jun,89.19970513527488,13.643139675685246,17,55,180.687662623795,0
BATCH_0044,Supplier_C,Sir_Jun,81.3585790534981,14.80017556034818,16,48,179.07209633424094,0
BATCH_0045,Supplier_A,Maam_Joy,68.62985678063515,12.961234808615862,15,48,179.61311369886178,0
BATCH_0046,Supplier_B,Sir_Manny,81.38204348469658,14.488191547403039,12,42,178.93002304537612,0
BATCH_0047,Supplier_A,Sir_Manny,56.49029202120935,13.27616479940165,20,40,179.8926031485512,0
BATCH_0048,Supplier_B,Sir_Manny,69.29737578773151,13.8489150741026,14,47,179.86025458553252,0
BATCH_0049,Supplier_B,Sir_Manny,70.03395217828643,14.408149760194206,17,47,180.75536261586848,0
BATCH_0050,Supplier_A,Sir_Manny,61.17301467357088,13.750397580996264,20,51,180.74064815880243,0
BATCH_0051,Supplier_C,Sir_Manny,55.8541627804155,13.814538107971218,14,48,180.388339286219,0
BATCH_0052,Supplier_C,Maam_Joy,59.93510575559648,14.802271307366734,19,55,180.3613989712659,0
BATCH_0053,Supplier_C,Sir_Jun,79.22099534449103,13.778680481834137,12,53,181.0432667554145,0
BATCH_0054,Supplier_C,Maam_Joy,84.68468620545644,14.19008208220777,18,45,179.7741622562863,0
BATCH_0055,Supplier_B,Sir_Jun,91.56352923089804,14.539656547779385,23,55,177.6069382366195,0
BATCH_0056,Supplier_C,Sir_Jun,67.81544961501429,14.506833360271557,12,48,182.11096795244876,0
BATCH_0057,Supplier_A,Sir_Manny,77.17703122366076,14.939069571352842,11,51,179.08926012841056,0
BATCH_0058,Supplier_A,Sir_Jun,89.67436377215951,13.81865107858557,18,49,180.6954666411386,0
BATCH_0059,Supplier_A,Sir_Manny,61.18054590951165,12.904404590729051,17,48,179.65937874935443,0
BATCH_0060,Supplier_A,Maam_Joy,81.55288669468148,13.1707169863337,15,51,181.39803096503485,0
BATCH_0061,Supplier_A,Maam_Joy,82.93421312651904,13.669160581923098,10,52,179.03830838497416,0
BATCH_0062,Supplier_A,Sir_Jun,58.29209482716552,13.773898821150388,17,43,179.28921450139853,0
BATCH_0063,Supplier_C,Sir_Manny,,13.919055080630622,10,50,179.50223317566696,0
BATCH_0064,Supplier_A,Sir_Manny,85.08488674310122,13.776118608738024,18,44,180.55429589745646,0
BATCH_0065,Supplier_A,Sir_Jun,56.235911243365074,13.504190949753562,17,45,180.2230370511531,0
BATCH_0066,Supplier_B,Sir_Manny,,14.118280935278722,15,45,180.56520823307497,0
BATCH_0067,Supplier_A,Sir_Jun,56.817695073998536,13.740682956758537,11,49,180.12675704373908,0
BATCH_0068,Supplier_C,Sir_Jun,67.3855106765764,14.612992414488394,18,41,180.93202889404688,0
BATCH_0069,Supplier_A,Sir_Jun,73.84369265515727,14.111957163256653,17,43,180.9487994053644,0
BATCH_0070,Supplier_C,Sir_Jun,74.69686593432127,13.82082236978172,13,51,181.51448029775827,0
BATCH_0071,Supplier_C,Sir_Jun,64.90367011146938,14.117740154293651,11,48,180.34379657987995,0
BATCH_0072,Supplier_A,Sir_Manny,88.72908480273014,13.277361582659488,15,54,180.33902099132632,0
BATCH_0073,Supplier_A,Sir_Jun,68.62572322526078,13.195040912350008,10,46,181.7670086266348,0
BATCH_0074,Supplier_C,Maam_Joy,56.68535577071804,13.051328937380411,16,48,181.19740261139856,0
BATCH_0075,Supplier_C,Maam_Joy,66.1084031270313,13.424828026338337,10,45,180.5187344358765,0
BATCH_0076,Supplier_C,Sir_Manny,74.65104863413376,13.246796461974553,15,50,178.60552664372668,0
BATCH_0077,Supplier_C,Maam_Joy,70.10420743576458,14.224964844391284,14,46,178.316318601561,0
BATCH_0078,Supplier_A,Sir_Jun,65.13217320667259,13.214805949390687,19,48,180.6127063296193,0
BATCH_0079,Supplier_A,Sir_Jun,59.858960241279746,13.01836697026505,12,53,180.6539248202009,0
BATCH_0080,Supplier_A,Maam_Joy,85.30908650356051,14.66554630729838,15,51,179.27721348033938,0
BATCH_0081,Supplier_C,Sir_Manny,91.8573739585951,13.229174861351193,15,55,180.35389722666977,0
BATCH_0082,Supplier_B,Maam_Joy,67.19305894038364,14.592117074350211,15,54,179.08685442692683,0
BATCH_0083,Supplier_A,Sir_Jun,69.11997863453435,13.770793694846047,13,43,180.57217938372466,0
BATCH_0084,Supplier_A,Sir_Jun,77.86738841304741,12.817984128647511,10,48,180.59822081308857,0
BATCH_0085,Supplier_A,Maam_Joy,81.58233456521504,14.241290261701842,14,54,180.59174265438108,0
BATCH_0086,Supplier_A,Sir_Manny,69.50509278773288,13.882271424246737,17,42,180.33553565409693,0
BATCH_0087,Supplier_C,Maam_Joy,88.48239212832716,14.435030407128469,15,53,179.70587772987463,0
BATCH_0088,Supplier_B,Maam_Joy,75.72014760146998,14.09246683766914,19,51,179.7883064104291,0
BATCH_0089,Supplier_C,Sir_Jun,71.66443282701945,13.559475475485696,18,53,181.15909858186168,0
BATCH_0090,Supplier_A,Maam_Joy,78.92689186691649,13.523613452996518,13,50,180.4149148557162,0
BATCH_0091,Supplier_A,Sir_Manny,90.25374238521941,13.658333096610013,22,51,180.48808899966755,0
BATCH_0092,Supplier_C,Maam_Joy,84.39843489360311,12.627231150853703,18,53,180.08648981740595,0
BATCH_0093,Supplier_C,Sir_Manny,56.4804858297996,13.566501827215333,17,47,180.65144983601323,0
BATCH_0094,Supplier_B,Sir_Jun,67.2954666973785,13.644121653145753,12,42,180.95893068856947,0
BATCH_0095,Supplier_C,Maam_Joy,72.41015334319525,13.715000442718154,15,42,179.3720329418747,0
BATCH_0096,Supplier_A,Maam_Joy,66.63715017173689,12.222810525288889,13,42,180.59274728450782,0
BATCH_0097,Supplier_B,Maam_Joy,80.90693975072689,13.389047899425648,10,48,179.77391613672293,0
BATCH_0098,Supplier_A,Sir_Jun,85.5719585449155,13.991129229863999,18,49,180.31385333143353,0
BATCH_0099,Supplier_A,Maam_Joy,82.05976852185505,13.17189692688313,13,53,180.83523654702785,0
BATCH_0100,Supplier_A,Sir_Jun,91.60533161264618,12.907285155820656,22,42,178.54829870634924,0
BATCH_0101,Supplier_A,Sir_Manny,65.08426297204207,14.262507372645329,14,45,178.91618016318876,0
BATCH_0102,Supplier_B,Sir_Manny,87.37461131590359,14.696575730397049,12,50,179.3406069499818,0
BATCH_0103,Supplier_A,Sir_Manny,83.36503861145599,14.02325411732027,13,53,179.2696555202789,0
BATCH_0104,Supplier_B,Maam_Joy,68.40061402965141,14.400254756607502,18,43,179.8376510990972,0
BATCH_0105,Supplier_C,Sir_Manny,82.16260811530785,15.107777216340002,16,53,181.692380878462,0
BATCH_0106,Supplier_A,Maam_Joy,58.850810387475136,13.137291683664124,17,54,181.1784468853753,0
BATCH_0107,Supplier_A,Sir_Jun,,14.546697329615933,12,41,179.41941019915276,0
BATCH_0108,Supplier_C,Sir_Jun,74.6962322957228,13.463180375940052,12,51,180.86888336008857,0
BATCH_0109,Supplier_A,Maam_Joy,65.81473639024237,12.507293763052353,16,55,179.95677732631125,0
BATCH_0110,Supplier_A,Maam_Joy,79.26376016601466,13.789709247448865,17,51,180.34374928497274,0
BATCH_0111,Supplier_A,Sir_Manny,78.73993995243313,13.688857536873098,14,42,179.01914067172945,0
BATCH_0112,Supplier_A,Sir_Jun,62.750990240625185,12.869206911456462,10,44,178.67931644895557,0
BATCH_0113,Supplier_C,Sir_Jun,56.12470434802647,12.946668433719172,12,54,180.73234853380595,0
BATCH_0114,Supplier_C,Sir_Manny,71.04403571536193,13.485181414149004,14,55,180.03284581128008,0
BATCH_0115,Supplier_B,Maam_Joy,76.07193916574359,14.709848689148789,12,49,180.52259715306337,0
BATCH_0116,Supplier_C,Sir_Jun,87.43439529971215,12.017602030272359,10,43,181.59374759404403,0
BATCH_0117,Supplier_C,Sir_Jun,89.344021438961,14.131872871514283,19,44,179.76119996452996,0
BATCH_0118,Supplier_A,Sir_Manny,74.56579307180036,13.203301215711013,10,52,179.7703646039975,0
BATCH_0119,Supplier_C,Maam_Joy,82.89072889943617,12.700951509361094,19,51,181.7686612395792,0
BATCH_0120,Supplier_B,Sir_Manny,71.25422107613589,15.064639930871158,15,50,,0
BATCH_0121,Supplier_C,Sir_Manny,82.60503979319704,13.485829212348927,15,40,179.1966927512409,0
BATCH_0122,Supplier_C,Sir_Jun,62.57765642274918,14.229699466069352,16,43,180.7356821592926,0
BATCH_0123,Supplier_A,Sir_Jun,68.72939518773066,13.762771357787853,20,50,179.76232385572578,0
BATCH_0124,Supplier_A,Sir_Jun,78.46643595610375,13.499091298231173,10,49,179.17736178225883,0
BATCH_0125,Supplier_A,Sir_Manny,55.67184472746192,13.408362033011906,20,42,180.0896865999544,0
BATCH_0126,Supplier_A,Sir_Jun,81.7310684825413,13.789627656333682,12,52,180.82668602110792,0
BATCH_0127,Supplier_C,Maam_Joy,85.91481354692218,13.251881244714403,18,54,178.84081789396927,0
BATCH_0128,Supplier_C,Maam_Joy,69.7682414604762,12.9884564467521,11,54,178.8175642202307,0
BATCH_0129,Supplier_A,Maam_Joy,71.57386943555508,13.865945473592786,14,41,179.9199409401195,0
BATCH_0130,Supplier_B,Sir_Manny,86.49744185201165,14.413307295133343,12,55,178.8999673220226,0
BATCH_0131,Supplier_A,Sir_Jun,83.69922150706324,13.520140588841404,14,46,178.72392731802944,0
BATCH_0132,Supplier_A,Maam_Joy,65.66153109423487,14.153627901692765,16,49,180.00611606700843,0
BATCH_0133,Supplier_A,Sir_Manny,66.98711594277694,13.431674035358556,10,48,181.10607047359636,0
BATCH_0134,Supplier_A,Sir_Manny,80.11849459845207,13.509020355325074,12,55,180.78801735756065,0
BATCH_0135,Supplier_C,Sir_Manny,75.83832942058197,13.14021029312944,20,40,179.89305897195862,0
BATCH_0136,Supplier_A,Sir_Manny,61.00249413057038,13.75844396038911,15,51,181.28257198922958,0
BATCH_0137,Supplier_B,Maam_Joy,66.46740664147916,14.709896747608052,16,46,181.73495957676883,0
BATCH_0138,Supplier_C,Sir_Jun,88.2993812445102,14.040465079074334,19,50,180.4912214913636,0
BATCH_0139,Supplier_A,Sir_Manny,80.46245415872374,13.152522697795874,12,51,179.63380836135136,0
BATCH_0140,Supplier_C,Sir_Manny,91.48104975436422,13.225309818245888,16,40,181.5626158246708,0
BATCH_0141,Supplier_C,Maam_Joy,83.37946360928846,13.975282439487282,15,44,181.5185485564446,0
BATCH_0142,Supplier_A,Sir_Jun,89.85305398931284,13.651327802017718,16,40,180.25339615348923,0
BATCH_0143,Supplier_A,Sir_Manny,62.99897723320759,12.956269124284383,20,42,181.22284549006298,0
BATCH_0144,Supplier_A,Maam_Joy,83.54494036822625,14.283932440640701,18,55,179.21871534607916,0
BATCH_0145,Supplier_A,Maam_Joy,,12.48092965895985,10,47,177.932759719341,0
BATCH_0146,Supplier_A,Sir_Manny,79.81812080332676,13.970570851958252,14,52,179.02881089339456,0
BATCH_0147,Supplier_B,Sir_Manny,72.36344429044894,13.740872778401082,20,54,180.20656968014458,0
BATCH_0148,Supplier_B,Sir_Jun,67.83012266104254,15.631473109891317,10,43,179.92582036015662,0
BATCH_0149,Supplier_A,Maam_Joy,86.9089610348443,12.573240163856626,17,51,180.96186283065109,0
BATCH_0150,Supplier_A,Maam_Joy,86.60790462832864,14.191350391123649,16,40,,0
BATCH_0151,Supplier_C,Sir_Jun,55.82516308124981,13.451019383993254,14,40,178.53388842012595,0
BATCH_0152,Supplier_A,Sir_Jun,77.55168953062895,13.280038458096753,15,47,180.7623044655803,0
BATCH_0153,Supplier_A,Sir_Manny,68.60979229987538,13.611237993880657,13,54,178.5640733429233,0
BATCH_0154,Supplier_A,Maam_Joy,70.37945705551662,13.879140203494687,18,53,179.7292465084443,0
BATCH_0155,Supplier_C,Sir_Manny,85.78550735109471,12.95735969860148,12,47,180.02456293309606,0
BATCH_0156,Supplier_A,Sir_Manny,66.4640715465241,13.010527364898858,11,43,179.34951080541757,0
BATCH_0157,Supplier_B,Sir_Jun,89.89280599359194,14.889762919067731,19,54,180.5778612140963,0
BATCH_0158,Supplier_C,Sir_Jun,61.646451575769206,12.475594227810241,11,43,177.93813260604432,0
BATCH_0159,Supplier_A,Sir_Jun,79.52072966462258,13.149462544084749,15,49,181.83192808993337,0
BATCH_0160,Supplier_C,Maam_Joy,79.86788747950929,15.324412172495665,20,50,179.66986396471265,1
BATCH_0161,Supplier_A,Sir_Manny,64.33122097283297,12.919192221246432,17,41,179.82972813714733,0
BATCH_0162,Supplier_B,Sir_Manny,67.01577253178647,15.188681675055852,12,41,182.69357720242658,0
BATCH_0163,Supplier_B,Sir_Jun,85.88754422545779,14.148429538771712,12,51,178.6400995447706,0
BATCH_0164,Supplier_B,Maam_Joy,83.18679443333323,14.805427086878286,12,45,178.95490204616777,0
BATCH_0165,Supplier_A,Maam_Joy,67.1765475716461,13.892613414357731,10,55,181.4044972780946,0
BATCH_0166,Supplier_C,Sir_Jun,74.75639223659255,14.177374041109768,18,47,178.44353650816564,0
BATCH_0167,Supplier_A,Sir_Jun,57.28217096136453,13.379847703912334,14,46,180.49518044084863,0
BATCH_0168,Supplier_A,Sir_Jun,62.72359764874928,14.693330783252911,18,46,179.39371875115066,0
BATCH_0169,Supplier_A,Sir_Manny,72.97536067783477,13.146398061248892,14,42,178.38385943815734,0
BATCH_0170,Supplier_B,Sir_Jun,58.18102820533083,14.640532248159737,16,51,180.5268493557073,0
BATCH_0171,Supplier_B,Sir_Jun,86.20329713100169,14.647166159330565,10,41,180.5562573912095,0
BATCH_0172,Supplier_A,Sir_Manny,81.56622977398297,12.826819128030351,18,49,180.001385854843,0
BATCH_0173,Supplier_B,Maam_Joy,89.9144458139943,14.328476647012527,13,46,182.06908894502436,0
BATCH_0174,Supplier_A,Sir_Manny,80.65827552066901,13.596908099543045,13,54,179.22850267547634,0
BATCH_0175,Supplier_B,Sir_Jun,89.79485077370086,14.240727374122349,19,43,180.8665736238233,0
BATCH_0176,Supplier_A,Sir_Manny,75.51696456056571,14.96455437927392,20,40,180.32734151362706,0
BATCH_0177,Supplier_B,Maam_Joy,77.20808860929287,13.996825795840282,18,40,180.9715217651023,0
BATCH_0178,Supplier_A,Sir_Manny,91.14792902117165,14.207654680884257,13,43,179.4959131708698,0
BATCH_0179,Supplier_C,Sir_Jun,,14.013875887889272,20,44,178.61533060696422,0
BATCH_0180,Supplier_A,Sir_Manny,56.13910304784763,13.491682719297437,15,44,179.31798854657995,0
BATCH_0181,Supplier_A,Sir_Manny,81.78070273532936,12.980874567688652,20,40,179.9362214363719,0
BATCH_0182,Supplier_A,Maam_Joy,88.50234160908438,13.039046807764938,19,42,180.6808955389608,0
BATCH_0183,Supplier_C,Sir_Jun,84.43646924239009,13.189219620470094,20,45,180.0172867637662,0
BATCH_0184,Supplier_C,Sir_Manny,76.60183108714064,12.428555230832242,14,49,180.21507702131603,0
BATCH_0185,Supplier_A,Sir_Manny,79.8382299844601,12.897920744520425,12,46,181.7255621861101,0
BATCH_0186,Supplier_B,Sir_Jun,91.63709620231185,13.610514090781814,22,50,179.97577795179393,0
BATCH_0187,Supplier_C,Maam_Joy,58.35449727484552,14.30752500190663,11,54,179.46762638332962,0
BATCH_0188,Supplier_B,Sir_Jun,79.68805865942986,14.87107743543293,10,40,180.44032466557073,0
BATCH_0189,Supplier_B,Sir_Manny,65.48571469911197,14.971584459319276,11,47,178.28418435097183,0
BATCH_0190,Supplier_A,Maam_Joy,78.6833446736883,13.853299170925169,13,43,178.28204281077097,0
BATCH_0191,Supplier_A,Sir_Manny,77.48207230770574,13.600180574000499,15,52,179.8659476536884,0
BATCH_0192,Supplier_C,Sir_Manny,60.677902788001994,14.376408199277483,14,48,179.06709940780368,0
BATCH_0193,Supplier_C,Sir_Jun,62.64962589238885,13.133542406560958,13,50,179.3917615667623,0
BATCH_0194,Supplier_B,Maam_Joy,78.0002943875989,14.564001793220227,17,50,180.93477344391064,0
BATCH_0195,Supplier_A,Sir_Jun,59.744508050239645,13.948235296694474,16,45,180.52624494763083,0
BATCH_0196,Supplier_A,Sir_Manny,64.81169237982195,12.707274460886323,13,54,179.92302495137898,0
BATCH_0197,Supplier_C,Maam_Joy,85.90408526630608,15.35795333768553,19,40,180.08296606863183,0
BATCH_0198,Supplier_C,Maam_Joy,67.10238572206063,13.517139457666552,14,41,179.57548525548876,0
BATCH_0199,Supplier_C,Sir_Jun,73.05822578197753,13.585193670345356,19,42,180.84934090405906,0
BATCH_0200,Supplier_C,Sir_Manny,89.82219240039609,14.254126819004952,16,41,180.79254178626033,0
BATCH_0201,Supplier_B,Sir_Manny,63.40451628696701,15.048973199806134,12,49,180.99093284910495,1
BATCH_0202,Supplier_A,Maam_Joy,69.41616264224638,13.522846811637875,18,46,180.94492699605277,0
BATCH_0203,Supplier_A,Maam_Joy,77.43893769511119,13.578077662858826,20,51,180.05404813981983,0
BATCH_0204,Supplier_C,Sir_Manny,82.94754039164697,12.597510881431212,14,40,179.30178952375775,0
BATCH_0205,Supplier_B,Sir_Jun,88.3611753083701,14.166120533290014,19,48,179.832695578166,0
BATCH_0206,Supplier_A,Sir_Manny,88.87250054022006,13.810326129695376,11,41,180.11662454001126,0
BATCH_0207,Supplier_A,Sir_Jun,83.73568275178705,13.766335703425732,13,43,179.32597345273007,0
BATCH_0208,Supplier_B,Sir_Manny,63.448240953952485,15.232699450002452,13,47,181.62986915475108,0
BATCH_0209,Supplier_A,Maam_Joy,55.91794521157493,13.427699365066005,14,50,181.63486116661642,0
BATCH_0210,Supplier_A,Sir_Jun,69.19963542315809,12.66762809194148,17,42,179.87993213973334,0
BATCH_0211,Supplier_B,Sir_Manny,60.23730748654946,15.134038258465406,14,48,181.03087999767877,0
BATCH_0212,Supplier_B,Sir_Jun,81.28434295521703,15.36165360770921,10,46,180.56002151533968,0
BATCH_0213,Supplier_B,Maam_Joy,79.46183171255151,15.038946743713737,11,54,179.50337913433134,0
BATCH_0214,Supplier_A,Sir_Jun,56.62695073999383,13.401819797485505,12,49,180.41201048257653,0
BATCH_0215,Supplier_C,Sir_Jun,85.95396982784519,14.126631631125948,12,51,179.22574389493724,0
BATCH_0216,Supplier_A,Sir_Manny,64.20350085277374,15.557346286804929,19,51,179.1199971059916,0
BATCH_0217,Supplier_A,Sir_Manny,70.99240179316857,13.569091388664285,15,42,180.47690342558488,0
BATCH_0218,Supplier_C,Sir_Manny,79.71354821186247,12.712957984652926,18,42,180.48880807440335,0
BATCH_0219,Supplier_B,Sir_Manny,70.88849511353337,14.14822897026871,19,54,182.69408753533793,0
BATCH_0220,Supplier_C,Sir_Manny,71.3276487035979,13.87528560018243,10,44,179.84453009499637,0
BATCH_0221,Supplier_B,Sir_Manny,57.42823582742239,13.537117413461162,15,44,179.4710360128516,0
BATCH_0222,Supplier_B,Maam_Joy,,14.601641844947242,18,49,180.9227542183548,0
BATCH_0223,Supplier_A,Sir_Jun,83.2993720491394,13.728201990189529,13,44,179.97494360008767,0
BATCH_0224,Supplier_A,Sir_Manny,88.86152447590412,14.421073043887592,19,51,179.35237966598808,0
BATCH_0225,Supplier_A,Sir_Manny,70.29939407134475,14.286116913632581,12,52,179.4141866947575,0
BATCH_0226,Supplier_A,Maam_Joy,70.67267559452591,14.018750875051063,15,55,179.82046825177943,0
BATCH_0227,Supplier_C,Sir_Manny,80.99720293397513,12.202392593691282,15,48,181.05445107467892,0
BATCH_0228,Supplier_A,Sir_Manny,89.88256404089523,14.052631876828755,14,48,180.43162598605846,0
BATCH_0229,Supplier_C,Sir_Manny,64.88125478885632,13.923308031636148,14,45,179.16660762205788,0
BATCH_0230,Supplier_B,Sir_Jun,71.28533564190366,14.653566626247008,10,50,181.83471822449619,0
BATCH_0231,Supplier_C,Sir_Jun,84.45101001143514,12.461866724312708,18,50,179.09262014441225,0
BATCH_0232,Supplier_B,Maam_Joy,77.55866206683942,14.033935654487763,18,46,179.26267194898023,0
BATCH_0233,Supplier_B,Maam_Joy,59.091694726666326,13.79990633827956,12,49,,0
BATCH_0234,Supplier_A,Maam_Joy,78.22611121580383,12.290994936295746,14,47,181.49756080754705,0
BATCH_0235,Supplier_A,Sir_Jun,61.90961253010109,13.498250909151123,12,48,180.35355678165715,0
BATCH_0236,Supplier_C,Sir_Jun,73.87798956090096,13.021306727134332,16,45,178.70938776223701,0
BATCH_0237,Supplier_A,Maam_Joy,74.57682090343623,15.075183348161346,10,47,,0
BATCH_0238,Supplier_A,Sir_Manny,87.41952440232444,13.398736836337255,14,41,178.6329364049997,0
BATCH_0239,Supplier_B,Sir_Manny,72.11228813846022,15.276251893519577,15,49,182.48474504569595,0
BATCH_0240,Supplier_A,Maam_Joy,65.33936962272809,12.558540585184065,20,47,180.2871679441407,0
BATCH_0241,Supplier_C,Sir_Jun,63.54575488399317,13.181946248397079,16,54,180.80149418762954,0
BATCH_0242,Supplier_C,Maam_Joy,87.34731943732044,13.558138725620589,12,52,179.62972442761756,0
BATCH_0243,Supplier_C,Sir_Jun,61.32740161347445,12.955107630835398,16,50,181.8056671746073,0
BATCH_0244,Supplier_A,Sir_Jun,70.75713675267632,13.246679589117154,13,41,179.49752140930627,0
BATCH_0245,Supplier_A,Sir_Manny,61.92540525229704,13.369229456253876,19,47,179.14117730319347,0
BATCH_0246,Supplier_C,Sir_Jun,83.61224948423188,13.359655208733063,20,41,180.30488490738438,0
BATCH_0247,Supplier_A,Sir_Jun,72.55178767906091,14.613071143821207,15,42,180.88006438580857,0
BATCH_0248,Supplier_C,Sir_Jun,67.99231655060204,13.726935771258907,14,46,182.12869479305263,0
BATCH_0249,Supplier_C,Sir_Jun,68.36068670317927,13.787706337764781,13,50,181.61429785818981,0
BATCH_0250,Supplier_C,Sir_Jun,86.53192564875025,13.823792864607043,15,48,181.195084889634,0
BATCH_0251,Supplier_A,Sir_Manny,75.4896363088942,13.867575826402268,12,42,179.3147997697114,0
BATCH_0252,Supplier_A,Sir_Jun,81.56111049185675,13.450267809675081,12,44,179.293659622234,0
BATCH_0253,Supplier_C,Sir_Manny,88.19042510127534,13.307552177112692,14,48,179.12215362198023,0
BATCH_0254,Supplier_A,Sir_Jun,,13.600089635710967,20,46,179.84934610140846,0
BATCH_0255,Supplier_A,Sir_Jun,67.15483501050093,14.194082369348084,14,55,178.0867254824034,0
BATCH_0256,Supplier_B,Maam_Joy,90.24069673641625,15.17574291306183,21,53,181.365457894499,0
BATCH_0257,Supplier_C,Maam_Joy,55.9204076345404,13.355760914586954,13,41,178.9754133068545,0
BATCH_0258,Supplier_B,Maam_Joy,68.94291575759813,14.960706216800867,14,44,178.85190146592652,0
BATCH_0259,Supplier_B,Maam_Joy,88.14455772782713,14.383249202176199,18,44,179.59416822267926,0
BATCH_0260,Supplier_A,Sir_Manny,65.16156455322837,13.520322329661147,13,48,178.65761696853838,0
BATCH_0261,Supplier_B,Sir_Jun,65.10401366188879,14.21588597106748,12,41,180.64429059310245,0
BATCH_0262,Supplier_C,Sir_Jun,66.19702454802989,13.39101291665626,16,40,179.03397770290718,0
